Name,RA,DEC,Distance (pc),Ever Observable(I),Always Observable(I),Ever Observable(SE),Always Observable(SE),Fraction of observable time (I),Fraction of observable time (SE)
TIC258510872,20.311015,66.15595400000001,,True,False,True,False,0.584,0.5691489361702128
TIC233953967,20.359676999999998,56.462656,609.0505,True,False,True,False,0.608,0.22340425531914893
TIC233951353,20.36086,58.140828000000006,141.7053,True,False,True,False,0.596,0.2765957446808511
TIC258514800,20.364995,70.94370500000001,125.9192,True,False,True,False,0.628,0.8138297872340425
TIC364074068,20.421917999999998,77.63641199999999,,True,False,True,True,0.892,1.0
TIC277014266,20.428389000000003,53.561615,551.5111,True,False,True,False,0.628,0.13297872340425532
TIC237071229,20.468183,61.871411,278.2647,True,False,True,False,0.58,0.40425531914893614
TIC237086564,20.493102,61.550725,,True,False,True,False,0.58,0.39361702127659576
TIC276380902,20.537717999999998,58.328901,817.3273,True,False,True,False,0.592,0.28191489361702127
TIC387259626,20.578019,66.440384,247.4451,True,False,True,False,0.584,0.5851063829787234
TIC352764091,20.583175,63.474938,92.9714,True,False,True,False,0.576,0.4627659574468085
TIC387260717,20.623255,70.954088,161.8359,True,False,True,False,0.624,0.8191489361702128
TIC416624606,20.669204,50.323741999999996,338.4209,True,False,True,False,0.596,0.047872340425531915
TIC315755496,20.688758,82.43530200000001,593.4718,True,True,True,True,1.0,1.0
TIC277507814,20.730241,59.576628,281.0252,True,False,True,False,0.584,0.32978723404255317
TIC277566483,20.746305,54.502161,,True,False,True,False,0.616,0.1702127659574468
TIC387413037,20.749102,69.15180699999999,308.4706,True,False,True,False,0.6,0.7180851063829787
TIC267561446,20.767577,56.86715,110.5987,True,False,True,False,0.6,0.24468085106382978
TIC365683032,20.811997,51.910696,247.4757,True,False,True,False,0.612,0.09574468085106383
TIC387527558,20.821804999999998,70.796604,,True,False,True,False,0.616,0.8138297872340425
TIC365733349,20.877802,65.608783,115.2472,True,False,True,False,0.576,0.5585106382978723
TIC365673804,20.889277,64.229166,99.7357,True,False,True,False,0.572,0.5
TIC364186197,20.900736,72.580646,140.0482,True,False,True,False,0.652,0.9308510638297872
TIC367102581,20.951269,78.67491700000001,306.2131,True,False,True,True,0.996,1.0
TIC387834907,21.044607,70.0803,,True,False,True,False,0.604,0.776595744680851
TIC375506058,21.080246,55.588021999999995,149.5573,True,False,True,False,0.6,0.2127659574468085
TIC343628284,21.088267000000002,57.771094999999995,,True,False,True,False,0.588,0.2765957446808511
TIC265146266,21.126179999999998,74.383252,,True,False,True,True,0.7,1.0
TIC357972447,21.130387,50.500883,256.2526,True,False,True,False,0.6,0.05851063829787234
TIC358631536,21.171697,48.464282,404.2691,True,False,True,False,0.584,0.005319148936170213
TIC367099243,21.181946,72.615356,246.0448,True,False,True,False,0.648,0.9414893617021277
TIC388076005,21.20332,68.05247,,True,False,True,False,0.58,0.675531914893617
TIC313761775,21.223172,56.943732,323.0183,True,False,True,False,0.588,0.2553191489361702
TIC314338017,21.276332,58.772808999999995,810.8327,True,False,True,False,0.58,0.31382978723404253
TIC275501623,21.341074,61.12025,360.2435,True,False,True,False,0.568,0.39361702127659576
TIC277447970,21.388634,52.8147,343.3359,True,False,True,False,0.62,0.13297872340425532
TIC321688498,21.439972,68.64053100000001,,True,False,True,False,0.58,0.7074468085106383
TIC316402246,21.464899,54.51981800000001,267.4011,True,False,True,False,0.604,0.18617021276595744
TIC416987878,21.526142999999998,50.320713,604.3392,True,False,True,False,0.6,0.06382978723404255
TIC321857016,21.529454,66.349005,203.0993,True,False,True,False,0.564,0.601063829787234
TIC387664866,21.569907999999998,50.481445,,True,False,True,False,0.6,0.06914893617021277
TIC387664868,21.570024,50.481865,,True,False,True,False,0.6,0.06914893617021277
TIC365389353,21.590975,51.323577,530.9547,True,False,True,False,0.608,0.09574468085106383
TIC322054600,21.591345,68.987307,307.0876,True,False,True,False,0.584,0.7287234042553191
TIC316468545,21.593885999999998,65.437536,114.0992,True,False,True,False,0.56,0.5638297872340425
TIC322062001,21.615924,69.283946,,True,False,True,False,0.584,0.7446808510638298
TIC405794804,21.647627,65.039172,318.2585,True,False,True,False,0.56,0.5531914893617021
TIC395171208,21.667635999999998,48.406766999999995,201.6536,True,False,True,False,0.584,0.010638297872340425
TIC322202434,21.688337,68.807202,134.0123,True,False,True,False,0.58,0.723404255319149
TIC331034236,21.739434,58.551567000000006,238.3506,True,False,True,False,0.572,0.3191489361702128
TIC264544388,21.762559,79.613939,135.439,True,True,True,True,1.0,1.0
TIC408636441,21.790111,62.753816,40.112,True,False,True,False,0.556,0.4627659574468085
TIC384045439,21.818396,53.29376800000001,78.4942,True,False,True,False,0.608,0.1595744680851064
TIC410528770,21.88106,60.56915600000001,392.2953,True,False,True,False,0.56,0.3882978723404255
TIC276360911,21.936897000000002,55.740977,288.0018,True,False,True,False,0.588,0.23404255319148937
TIC350132371,21.939424,68.998035,154.4354,True,False,True,False,0.576,0.7393617021276596
TIC470127886,22.074521,81.565951,278.319,True,True,True,True,1.0,1.0
TIC372264750,22.087176,66.775296,249.925,True,False,True,False,0.56,0.6329787234042553
TIC326114850,22.104661,52.701917,232.7855,True,False,True,False,0.608,0.14893617021276595
TIC328167090,22.110898000000002,55.686255,236.8097,True,False,True,False,0.584,0.23404255319148937
TIC334811204,22.113451,63.59904399999999,522.6572,True,False,True,False,0.552,0.5053191489361702
TIC328750515,22.152473999999998,57.938972,489.165,True,False,True,False,0.568,0.30851063829787234
TIC329148988,22.170884,58.706093,,True,False,True,False,0.564,0.3351063829787234
TIC335483600,22.174243,63.55055,,True,False,True,False,0.552,0.5053191489361702
TIC329277372,22.175359,57.282429,73.1475,True,False,True,False,0.572,0.2872340425531915
TIC329145325,22.180838,59.65055400000001,354.6351,True,False,True,False,0.56,0.3670212765957447
TIC430528566,22.211435,52.901084999999995,,True,False,True,False,0.604,0.15425531914893617
TIC329864959,22.216336,53.984519999999996,,True,False,True,False,0.596,0.18617021276595744
TIC470159478,22.220782,81.739729,,True,True,True,True,1.0,1.0
TIC430677414,22.244647,53.239557,196.6375,True,False,True,False,0.604,0.16489361702127658
TIC343019899,22.300273999999998,54.319044999999996,147.4796,True,False,True,False,0.592,0.19680851063829788
TIC336740528,22.315904,61.148988,351.4197,True,False,True,False,0.552,0.42021276595744683
TIC431148743,22.332086999999998,53.662496999999995,,True,False,True,False,0.596,0.18085106382978725
TIC395142888,22.35339,59.560814,,True,False,True,False,0.556,0.3670212765957447
TIC375850439,22.419669,67.971168,828.2945,True,False,True,False,0.56,0.6968085106382979
TIC197650870,22.447004999999997,52.227841999999995,1054.4074,True,False,True,False,0.608,0.13829787234042554
TIC414870287,22.458178,59.43379,,True,False,True,False,0.556,0.3617021276595745
TIC468845640,22.522273000000002,53.796052,103.1949,True,False,True,False,0.592,0.18617021276595744
TIC452803785,22.562336,52.636337,210.9571,True,False,True,False,0.604,0.15425531914893617
TIC64553698,22.563531,57.563539,196.0861,True,False,True,False,0.564,0.30319148936170215
TIC64836837,22.586435,55.031026000000004,719.8906,True,False,True,False,0.58,0.22872340425531915
TIC428065977,22.608025,52.115714000000004,291.4432,True,False,True,False,0.608,0.13829787234042554
TIC415741431,22.609623000000003,58.276061,872.8288,True,False,True,False,0.56,0.32978723404255317
TIC249812036,22.652369,49.426562,556.0189,True,False,True,False,0.592,0.06382978723404255
TIC455962313,22.669106,65.439728,,True,False,True,False,0.544,0.5904255319148937
TIC376637093,22.672307999999997,69.503731,248.8243,True,False,True,False,0.572,0.7819148936170213
TIC376682699,22.690151,69.07444699999999,552.7916,True,False,True,False,0.564,0.7606382978723404
TIC431156009,22.693051999999998,51.965284999999994,196.1092,True,False,True,False,0.608,0.13829787234042554
TIC376838000,22.72731,69.091928,457.624,True,False,True,False,0.564,0.7606382978723404
TIC66445643,22.759087,48.161556,660.066,True,False,True,False,0.584,0.031914893617021274
TIC343442463,22.767915,55.162935,,True,False,True,False,0.576,0.23404255319148937
TIC377420580,22.797649,60.173632,,True,False,True,False,0.548,0.39361702127659576
TIC66783360,22.79806,49.918071999999995,254.1942,True,False,True,False,0.596,0.0797872340425532
TIC377144784,22.829595,68.251071,400.7374,True,False,True,False,0.556,0.7180851063829787
TIC67309890,22.87708,48.55001,371.9961,True,False,True,False,0.584,0.0425531914893617
TIC371673488,22.882214,59.850951,409.903,True,False,True,False,0.548,0.3882978723404255
TIC389182138,22.909004,54.161814,116.1332,True,False,True,False,0.584,0.2074468085106383
TIC427320001,22.923622,70.29729,86.3208,True,False,True,False,0.576,0.8297872340425532
TIC252490659,22.957319000000002,53.140834999999996,370.0825,True,False,True,False,0.592,0.18085106382978725
TIC434718964,23.032538,64.067337,,True,False,True,False,0.536,0.5425531914893617
TIC252616865,23.066325,52.562695,321.1923,True,False,True,False,0.596,0.16489361702127658
TIC252636888,23.101218,52.787014,538.416,True,False,True,False,0.592,0.1702127659574468
TIC314835525,23.127321,56.694513,580.9225,True,False,True,False,0.56,0.2925531914893617
TIC283722336,23.222479999999997,57.169626,6.5325,True,False,True,False,0.556,0.30851063829787234
TIC377739433,23.238279000000002,65.957972,507.7173,True,False,True,False,0.536,0.6223404255319149
TIC417705690,23.240502,76.93432,131.0341,True,False,True,True,0.788,1.0
TIC427654774,23.285938,70.19057600000001,84.0124,True,False,True,False,0.568,0.8351063829787234
TIC422656370,23.311472,68.299217,371.2504,True,False,True,False,0.548,0.7340425531914894
TIC318746829,23.314575,56.008598,,True,False,True,False,0.56,0.2712765957446808
TIC317397615,23.319754999999997,75.017864,428.449,True,False,True,True,0.684,1.0
TIC319068154,23.340588,55.52411,,True,False,True,False,0.564,0.26063829787234044
TIC269238073,23.348848999999998,62.161179000000004,197.6675,True,False,True,False,0.532,0.4787234042553192
TIC428988981,23.350209,79.44178199999999,106.1301,True,True,True,True,1.0,1.0
TIC269509393,23.358253,60.175637,278.1022,True,False,True,False,0.536,0.4095744680851064
TIC317507345,23.411648,77.627113,262.4465,True,False,True,True,0.84,1.0
TIC270238522,23.443228,64.304699,243.6885,True,False,True,False,0.528,0.5585106382978723
TIC174302697,23.478574,47.349521,170.6834,True,False,True,False,0.58,0.02127659574468085
TIC427761355,23.484501,67.034806,227.3554,True,False,True,False,0.536,0.675531914893617
TIC345143460,23.683115,57.48524200000001,100.3402,True,False,True,False,0.544,0.32978723404255317
TIC272049972,23.694444,62.921485,,True,False,True,False,0.524,0.5159574468085106
TIC272625214,23.754572,62.142699,307.418,True,False,True,False,0.524,0.48404255319148937
TIC272828463,23.772589,60.487025,436.5097,True,False,True,False,0.528,0.425531914893617
TIC366074069,23.784705,69.049522,320.667,True,False,True,False,0.548,0.7819148936170213
TIC177244357,23.799713,47.655601000000004,160.9943,True,False,True,False,0.58,0.03723404255319149
TIC431514478,23.800085,49.790533,296.7095,True,False,True,False,0.596,0.10106382978723404
TIC470709084,23.82454,61.682818999999995,340.5647,True,False,True,False,0.524,0.4734042553191489
TIC431585347,23.844935999999997,50.354962,616.2948,True,False,True,False,0.596,0.11702127659574468
TIC378291076,23.880909,61.36026,208.7508,True,False,True,False,0.524,0.4627659574468085
TIC378355116,23.883226,60.481667,,True,False,True,False,0.528,0.4308510638297872
TIC470852531,23.982745,61.554089000000005,271.562,True,False,True,False,0.524,0.46808510638297873
TIC265460043,23.990207,68.384119,180.7534,True,False,True,False,0.536,0.7553191489361702
